/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
0,5,0.849702,11.125,9.875,45.875,37.8601,45,35.3304,10,6.35714,14,42,sseo05,140603,0,NA,0,000,23.2993,-73.693,NA,NA,36,4.34375,1.47619,NA,NA,NA
1,2.5625,0.643145,14,8.75,45.375,39.2903,44.5,37.4476,10,8.58065,14,93,sseo05,140603,0,NA,0,000,50.5002,-74.2767,NA,NA,88,1.78125,1.08569,NA,NA,NA
2,2.75,1.77232,12,10.875,44.875,38.8527,44.25,37.0804,8,6.75,14,28,sseo05,140603,0,NA,0,000,50.0115,-74.4172,NA,NA,28,1.53125,1.27902,NA,NA,NA
3,2.6875,1.0163,9,0.125,46.125,40.3478,45.75,38.4348,7,6.52174,14,23,sseo05,140603,0,NA,0,000,49.6335,-74.54,NA,NA,21,2.21875,1.44973,NA,NA,NA
4,6.8125,1.34118,18.125,6.625,49.625,39.8451,49.125,38.7593,8,5.78731,14,268,sseo05,140603,0,NA,0,000,46.9611,-75.4073,NA,NA,264,2.78125,1.22785,NA,NA,NA
5,4.0625,1.53518,16.125,7.375,44.875,38.738,43.875,34.8043,12,6.45995,14,437,sseo05,140603,0,NA,0,000,43.9425,-77.3855,NA,NA,371,2.78125,1.28211,NA,NA,NA
6,30.375,3.12628,57.125,56.625,48.875,39.8365,48.5,36.7671,16,12.637,14,146,sseo05,140603,0,NA,0,000,24.179,-81.7757,NA,NA,132,5.71875,1.69949,NA,NA,NA
7,0.8125,0.145833,5.125,0,48.125,41.9028,45.375,34.5417,7,5.77778,14,9,sseo05,140603,0,NA,0,000,45.2116,-78.9055,NA,NA,6,2.96875,2.03125,NA,NA,NA
8,2.625,1.35308,15.875,0.875,44.875,39.4269,44.5,37.8247,6,5.50649,14,77,sseo05,140603,0,NA,0,000,39.422,-80.186,NA,NA,74,1.71875,1.01096,NA,NA,NA
9,0.625,0.101351,12.375,0.875,49.375,41.8547,48.25,37.2365,9,7.37838,14,37,sseo05,140603,0,NA,0,000,44.7444,-79.5681,NA,NA,34,3.65625,1.71706,NA,NA,NA
10,2.625,0.739183,15.5,0.125,50.25,39.476,49,33.6298,9,6.55769,14,52,sseo05,140603,0,NA,0,000,46.2901,-79.6766,NA,NA,39,3.21875,1.42548,NA,NA,NA
11,44.6875,2.21976,103.125,69.125,53.375,39.9884,52.75,34.7823,17,12.3669,14,248,sseo05,140603,0,NA,0,000,25.0409,-82.6513,NA,NA,209,7.71875,1.49521,NA,NA,NA
12,16.0625,1.07217,33.625,19.125,49.875,41.1026,49.5,38.5148,9,5.64641,14,362,sseo05,140603,0,NA,0,000,37.9508,-81.6392,NA,NA,326,5.15625,1.91108,NA,NA,NA
13,3.8125,1.54924,11,0.5,49.75,41.3712,48.75,27.6098,8,6.78788,14,33,sseo05,140603,0,NA,0,000,46.7997,-80.734,NA,NA,21,3.59375,1.7983,NA,NA,NA
14,8.0625,1.4858,7.5,1.875,45.125,39.7841,44.75,38.7102,14,11.3182,14,22,sseo05,140603,0,NA,0,000,24.5803,-83.4961,NA,NA,22,2.71875,1.35227,NA,NA,NA
15,2.4375,0.935811,15.375,0,49.25,40.7568,48.625,38.3311,6,5.13514,14,37,sseo05,140603,0,NA,0,000,36.8495,-82.9196,NA,NA,36,5.90625,2.88936,NA,NA,NA
16,33.5,1.79467,89,76.25,54.75,40.8547,54.5,39.0097,14,9.40954,14,901,sseo05,140603,0,NA,0,000,25.9467,-85.2374,NA,NA,846,10.0938,1.67137,NA,NA,NA
17,7.25,3.175,8.875,1.25,49,40.5583,48.125,35.2167,6,5.73333,14,15,sseo05,140603,0,NA,0,000,37.2937,-83.106,NA,NA,13,4.40625,2.53542,NA,NA,NA
18,34.4375,4.66964,51.25,3.75,53.25,44.3135,52.125,38.0417,13,9.79365,14,63,sseo05,140603,0,NA,0,000,24.6844,-84.4606,NA,NA,50,7.28125,3.59474,NA,NA,NA
19,7.8125,3.57812,12.5,1.5,49.875,42.2969,48.75,38.6797,5,4.1875,14,16,sseo05,140603,0,NA,0,000,36.93,-83.6879,NA,NA,16,7.78125,4.26953,NA,NA,NA
20,6.8125,2.27187,4.875,0,50.625,41.6312,43.5,22.0187,9,6.95,14,20,sseo05,140603,0,NA,0,000,39.6883,-84.0448,NA,NA,9,6.71875,3.33437,NA,NA,NA
21,16.8125,2.79922,54.125,43.875,50.25,41.7188,49.5,38.3969,8,5.4375,14,80,sseo05,140603,0,NA,0,000,24.6729,-85.3517,NA,NA,73,5.15625,2.07812,NA,NA,NA
22,7,2.05682,7.625,0.5,46.875,40.2386,46.375,37.8182,4,3.72727,14,11,sseo05,140603,0,NA,0,000,36.377,-84.5289,NA,NA,9,4.78125,2.32102,NA,NA,NA
23,10.1875,1.9375,67.25,76.5,52.125,41.1817,51.375,35.3546,12,8.38298,14,141,sseo05,140603,0,NA,0,000,28.8428,-86.5903,NA,NA,113,7.84375,1.98825,NA,NA,NA
24,25.9375,5.68945,48.625,36.125,49.625,40.2266,49.125,28.668,16,13.625,14,64,sseo05,140603,0,NA,0,000,29.6885,-86.7456,NA,NA,45,4.03125,1.76562,NA,NA,NA
25,5.75,1.16173,53.25,8.625,52.75,43.5,52.5,33.8827,12,6.16495,14,97,sseo05,140603,0,NA,0,000,29.6578,-87.5975,NA,NA,72,9.09375,3.25097,NA,NA,NA
26,3.375,0.621128,43.5,53.5,45.875,39.4458,45.375,35.3772,11,7.40708,14,113,sseo05,140603,0,NA,0,000,26.7447,-88.5901,NA,NA,99,3.96875,1.48368,NA,NA,NA
27,3,0.707237,11.375,2.75,47.25,40.375,46.5,37.8092,11,9.52632,14,19,sseo05,140603,0,NA,0,000,26.4681,-89.882,NA,NA,18,3.53125,1.8273,NA,NA,NA
28,2.75,0.215,18.125,0,49.875,40.2017,49.25,24.5917,14,7.85333,14,75,sseo05,140603,0,NA,0,000,39.0569,-92.523,NA,NA,39,12.0938,1.77875,17.9688,25,91.4947
29,8.8125,1.20658,33.375,2.75,51.625,42.4197,49.5,20.5737,6,3.71579,14,95,sseo05,140603,0,NA,0,000,37.7687,-94.6771,NA,NA,50,12.0312,2.66678,12.0312,30,61.512
30,2.8125,0.222356,9.25,0.25,46.25,39.8558,45,17.9327,6,5.63462,14,52,sseo05,140603,0,NA,0,000,38.4148,-96.1531,NA,NA,27,7.09375,3.34135,NA,NA,NA
31,32.0625,3.94743,8.875,10.125,47.875,40.5424,46.875,27.3364,9,7.02804,14,321,sseo05,140603,0,NA,0,000,43.6681,-101.9,NA,NA,181,12.1562,4.16676,12.2188,103,156.225
32,3.625,0.397959,10.375,0,46.625,39.6939,45.625,24.0459,8,5.57143,14,49,sseo05,140603,0,NA,0,000,46.3558,-105.379,NA,NA,27,5.34375,2.00957,NA,NA,NA
33,10.5938,1.78763,33.875,11.125,47.75,39.9617,47.375,28.7781,10,7.40816,15,49,sseo05,140603,0,NA,0,000,23.2153,-73.6866,NA,NA,36,6.75,2.32398,NA,NA,NA
34,5.78125,3.15625,9.5,0.25,47.25,41.0547,46.75,35.7891,6,5.25,15,16,sseo05,140603,0,NA,0,000,44.7267,-73.4004,NA,NA,12,4.8125,2.60938,NA,NA,NA
35,1.03125,0.538603,11.875,0,46.375,40.2059,45.75,36.5147,5,4,15,17,sseo05,140603,0,NA,0,000,39.2868,-75.928,NA,NA,14,3.3125,2.17279,NA,NA,NA
36,2.28125,1.08492,12.375,10.5,45.875,38.7201,45.5,36.6793,9,7.51087,15,92,sseo05,140603,0,NA,0,000,50.1796,-73.9964,NA,NA,86,2.4375,1.23505,NA,NA,NA
37,2.03125,0.609375,17.875,0.375,47.375,40.7083,46.75,38.75,5,3.83333,15,12,sseo05,140603,0,NA,0,000,39.0706,-76.2116,NA,NA,12,3.875,2.14583,NA,NA,NA
38,10.6562,1.68854,26.75,16.875,51.5,40.1398,51.25,38.6519,10,6.61878,15,362,sseo05,140603,0,NA,0,000,47.5052,-75.0146,NA,NA,345,4.875,1.56699,NA,NA,NA
39,0.84375,0.183594,15.625,0.5,45.25,39.5898,44.875,36.8281,5,3.6875,15,32,sseo05,140603,0,NA,0,000,38.4884,-76.8794,NA,NA,26,2.375,1.48242,NA,NA,NA
40,3.28125,1.11449,16,7.125,46.5,38.3822,45.75,34.0755,13,7.14874,15,437,sseo05,140603,0,NA,0,000,44.2516,-76.8463,NA,NA,378,2.3125,1.19937,NA,NA,NA
41,2.78125,1.17937,13.375,4.125,46.375,39.1866,45.5,35.1866,9,5.43836,15,73,sseo05,140603,0,NA,0,000,42.5565,-77.6385,NA,NA,58,3.3125,1.71147,NA,NA,NA
42,0.40625,0.0697115,8,0.125,48.625,42.1346,48,33.4135,7,6.15385,15,13,sseo05,140603,0,NA,0,000,45.9458,-78.2851,NA,NA,10,3.5,2.08173,NA,NA,NA
43,1.65625,0.351103,12.875,0.25,46.5,39.7941,46.25,36.7059,7,5.58824,15,17,sseo05,140603,0,NA,0,000,46.639,-78.2542,NA,NA,14,2.125,1.19853,NA,NA,NA
44,0.21875,0.03125,9.75,0,47,39.776,45.75,37.0052,7,6.45833,15,24,sseo05,140603,0,NA,0,000,44.7582,-78.6799,NA,NA,20,1.875,1.03125,NA,NA,NA
45,12.5312,1.89511,42.75,57.125,48.125,40.0843,47.375,37.8236,15,12.062,15,129,sseo05,140603,0,NA,0,000,24.1586,-81.9409,NA,NA,122,3.875,1.39826,NA,NA,NA
46,0.40625,0.021875,12.25,5.25,45.875,39.7562,45.125,36.4875,8,7.5,15,20,sseo05,140603,0,NA,0,000,45.1665,-79.1097,NA,NA,17,1.75,0.746875,NA,NA,NA
47,14.9062,1.0071,44.75,21.75,51.5,40.235,50.875,36.2575,11,6.28155,15,515,sseo05,140603,0,NA,0,000,37.4968,-81.7009,NA,NA,432,5.875,1.85655,NA,NA,NA
48,30.2188,1.49976,66.25,103.125,48.375,38.2267,48.125,32.5901,18,11.938,15,129,sseo05,140603,0,NA,0,000,24.966,-82.6776,NA,NA,110,5.1875,0.966085,NA,NA,NA
49,1.84375,0.262957,9.875,0.375,44.5,38.5183,43.5,37.2683,13,11.3902,15,41,sseo05,140603,0,NA,0,000,24.4423,-82.4905,NA,NA,40,1.6875,1.03049,NA,NA,NA
50,3.28125,1.57292,7.125,1.125,47.5,41.3438,46.75,30.3385,9,8.04167,15,24,sseo05,140603,0,NA,0,000,47.0461,-80.1545,NA,NA,17,2.8125,1.67188,NA,NA,NA
51,19.5312,2.05451,41,7.5,50.75,42.1526,50.625,38.9375,15,12.6163,15,86,sseo05,140603,0,NA,0,000,24.6295,-83.572,NA,NA,77,5.4375,2.08794,NA,NA,NA
52,2.78125,1.02484,19,10.625,48.875,41.4231,48.375,35.5321,6,5.33333,15,39,sseo05,140603,0,NA,0,000,36.7742,-83.1841,NA,NA,30,4.5,1.99679,NA,NA,NA
53,46.7188,2.65705,71.875,51.25,52.5,41.891,52.25,38.2931,15,9.17447,15,235,sseo05,140603,0,NA,0,000,24.777,-84.7108,NA,NA,210,10.0625,2.1,NA,NA,NA
54,35.6562,1.85576,113.625,89,53.75,40.766,53,39.2969,13,9.9281,15,765,sseo05,140603,0,NA,0,000,26.1277,-85.3657,NA,NA,737,9.75,1.5219,NA,NA,NA
55,5.84375,1.36648,8.875,0.125,53.125,43.7235,48.75,23.4735,13,8.66667,15,33,sseo05,140603,0,NA,0,000,39.6212,-83.3436,NA,NA,19,9.9375,4.30492,NA,NA,NA
56,0.34375,0.191576,10.875,0,44.75,39.4185,44.5,37.2174,7,6.69565,15,23,sseo05,140603,0,NA,0,000,36.1123,-83.6167,NA,NA,21,3.4375,1.97283,NA,NA,NA
57,6.40625,1.23125,17.875,3.375,48.625,40.7062,47.375,35.1562,5,4.55,15,20,sseo05,140603,0,NA,0,000,36.2841,-84.2474,NA,NA,15,5.375,2.72187,NA,NA,NA
58,12.2812,1.81399,46.375,38,49.875,39.8948,49.5,37.1111,9,7.69841,15,63,sseo05,140603,0,NA,0,000,28.7307,-86.5984,NA,NA,56,4.4375,1.37302,NA,NA,NA
59,5.09375,0.938508,37.5,60.625,47.25,39.1855,47,35.4819,12,8.22581,15,62,sseo05,140603,0,NA,0,000,29.1009,-87.0396,NA,NA,52,4.0625,1.625,NA,NA,NA
60,11.5312,1.62086,59.25,53.25,52.75,42.0166,52.375,37.7312,14,8.42922,15,219,sseo05,140603,0,NA,0,000,29.6954,-87.5993,NA,NA,182,8.8125,2.39697,NA,NA,NA
61,1.34375,0.247159,38.375,31.125,47,39.1136,46.5,36.8068,6,5.18182,15,11,sseo05,140603,0,NA,0,000,26.6725,-88.2023,NA,NA,10,3.4375,1.31818,NA,NA,NA
62,5.15625,1.2419,28.5,7.625,47.5,40.2963,47,31.8241,9,8.40741,15,27,sseo05,140603,0,NA,0,000,26.5743,-90.0941,NA,NA,21,4,2.0787,NA,NA,NA
63,11.1562,2.32401,9,0.375,50.875,41.8125,46.875,15.0461,6,3.92105,15,38,sseo05,140603,0,NA,0,000,38.9223,-91.1296,NA,NA,17,13.4375,3.64638,13.4375,16,51.9917
64,8.65625,1.08828,12.5,1.5,51.5,42.2672,51,24.8328,15,8.2625,15,80,sseo05,140603,0,NA,0,000,38.9735,-91.8549,NA,NA,48,13.3125,2.54844,17.1875,31,111.115
65,0.40625,0.0142045,5.875,0,47.625,40.6326,40.75,14.7727,7,6.66667,15,33,sseo05,140603,0,NA,0,000,38.4825,-95.9514,NA,NA,12,6.875,3.60985,NA,NA,NA
66,18.7188,1.57074,20.5,8.625,45.75,38.7958,44.625,28.4704,10,7.29498,15,478,sseo05,140603,0,NA,0,000,43.749,-101.264,NA,NA,292,10.5,2.68449,11.75,34,65.7161
67,3.71875,1.24554,18.375,7.875,46.5,39.375,46.375,38.9375,10,8.5,16,14,sseo05,140603,0,NA,0,000,22.9068,-72.3085,NA,NA,14,2.71875,1.35714,NA,NA,NA
68,6.96875,3.53516,20,2.125,47.75,41.2031,46.875,37.1406,9,7.9375,16,16,sseo05,140603,0,NA,0,000,23.5933,-77.0331,NA,NA,14,4.28125,2.53516,NA,NA,NA
69,5.03125,1.23177,15.625,1,45.875,39.849,44.75,29.9792,9,7.91667,16,24,sseo05,140603,0,NA,0,000,45.0439,-73.2777,NA,NA,19,4.03125,2.17188,NA,NA,NA
70,1.03125,0.154234,20.5,0,47.25,40.0524,46.75,37.4718,6,5.12903,16,31,sseo05,140603,0,NA,0,000,39.1265,-75.8579,NA,NA,26,2.78125,1.1381,NA,NA,NA
71,6.40625,1.0591,18.375,2.75,46.75,39.7995,46.5,37.698,9,7.49505,16,101,sseo05,140603,0,NA,0,000,50.2414,-73.6667,NA,NA,97,3.21875,1.42358,NA,NA,NA
72,11.4062,2.91616,45.125,23.625,50.75,41.9625,50.375,39.2372,11,8.36098,16,410,sseo05,140603,0,NA,0,000,48.1458,-74.5172,NA,NA,381,5.28125,2.03841,NA,NA,NA
73,2.21875,1.20387,18,0,47.875,41.3095,47.5,38.5893,6,5.33333,16,21,sseo05,140603,0,NA,0,000,40.1496,-76.1691,NA,NA,20,3.40625,1.97768,NA,NA,NA
74,0.65625,0.118421,17.75,2.125,45.25,38.3816,44.875,34.9671,6,4.97368,16,38,sseo05,140603,0,NA,0,000,38.4471,-76.6387,NA,NA,33,2.34375,1.22862,NA,NA,NA
75,6.53125,1.13246,19.5,7.375,46,38.8175,45.375,35.9375,9,5.23864,16,176,sseo05,140603,0,NA,0,000,42.911,-76.9614,NA,NA,157,3.84375,1.53196,NA,NA,NA
76,4.65625,1.93655,8.625,0.125,47.75,40.5,47,38.2311,9,8.30303,16,33,sseo05,140603,0,NA,0,000,42.0558,-77.1433,NA,NA,32,5.15625,2.2642,NA,NA,NA
77,5.21875,2.08854,10.75,0.625,49,40.8403,48.5,38.0208,9,6.41667,16,36,sseo05,140603,0,NA,0,000,40.6419,-77.5524,NA,NA,34,5.78125,2.4375,NA,NA,NA
78,6.03125,1.44886,16.875,0.125,48.25,41.8636,47.25,38.3977,7,6.09091,16,22,sseo05,140603,0,NA,0,000,47.1089,-77.7582,NA,NA,19,4.09375,1.88636,NA,NA,NA
79,0.03125,0.03125,10,0.125,46.75,39.4205,45.875,36.3295,7,6.81818,16,22,sseo05,140603,0,NA,0,000,45.0684,-78.2081,NA,NA,20,2.28125,1.05682,NA,NA,NA
80,5.15625,2.67857,12.625,10.5,51.375,43.2976,50.5,35.2411,9,7,16,42,sseo05,140603,0,NA,0,000,46.5812,-78.6315,NA,NA,29,4.03125,2.69048,NA,NA,NA
81,5.21875,0.709741,42.75,42.75,48.75,38.8367,48.25,36.3559,13,9.57658,16,111,sseo05,140603,0,NA,0,000,24.1956,-81.9262,NA,NA,104,3.90625,1.1112,NA,NA,NA
82,2.28125,0.898098,8.875,2,49.375,41.1957,48.5,28.6848,10,9.17391,16,23,sseo05,140603,0,NA,0,000,47.3778,-79.6632,NA,NA,14,4.34375,1.95788,NA,NA,NA
83,10.4062,0.942371,34.875,29.625,50,40.8384,49.625,37.523,11,6.11559,16,571,sseo05,140603,0,NA,0,000,36.8413,-82.2034,NA,NA,505,6.46875,1.85699,NA,NA,NA
84,48.8438,2.37008,69.625,71.875,52.625,41.5935,51.75,38.6971,16,10.9409,16,508,sseo05,140603,0,NA,0,000,24.8017,-84.0294,NA,NA,459,9.46875,1.78162,NA,NA,NA
85,6.96875,0.980183,20.125,6.5,47,39.0381,46.375,37.5152,14,12.6098,16,82,sseo05,140603,0,NA,0,000,24.4469,-82.8112,NA,NA,82,2.96875,1.28201,NA,NA,NA
86,1.71875,0.444814,21,0.125,51,40.734,49.75,31.9255,13,7.7234,16,47,sseo05,140603,0,NA,0,000,39.5236,-82.6457,NA,NA,36,4.65625,2.44481,NA,NA,NA
87,17.9688,1.13269,52.25,113.625,50.875,39.5251,50.375,38.5862,13,9.24084,16,573,sseo05,140603,0,NA,0,000,26.1616,-85.0919,NA,NA,569,3.84375,1.15189,NA,NA,NA
88,7.84375,2.18875,4.375,0.125,51.5,42.355,44.625,19.015,10,6.68,16,25,sseo05,140603,0,NA,0,000,39.254,-83.1099,NA,NA,14,8.90625,3.96375,NA,NA,NA
89,8.21875,3.58125,5.875,0,46.5,41.8,43.875,38.2375,8,6.3,16,10,sseo05,140603,0,NA,0,000,48.6457,-83.233,NA,NA,10,7.40625,4.9,NA,NA,NA
90,6.46875,1.24653,6.75,0.125,46.625,39.0764,45.125,37.4444,10,7.38889,16,18,sseo05,140603,0,NA,0,000,25.3098,-85.2667,NA,NA,17,3.40625,1.48611,NA,NA,NA
91,6.59375,2.60764,12,0.25,47,40.3611,46.25,35.8333,5,4.16667,16,18,sseo05,140603,0,NA,0,000,35.9213,-84.8101,NA,NA,15,4.78125,2.69792,NA,NA,NA
92,6.28125,0.432099,45,63.625,48.375,38.2886,48.125,36.6898,11,8.62963,16,162,sseo05,140603,0,NA,0,000,26.3815,-86.4917,NA,NA,156,3.03125,1.24344,NA,NA,NA
93,3.28125,1.02796,25.25,3,49.375,42.7105,48.75,40.8026,9,8.57895,16,19,sseo05,140603,0,NA,0,000,28.1127,-86.5773,NA,NA,18,2.78125,1.7023,NA,NA,NA
94,5.15625,1.43634,38.5,2.375,50.75,43.3056,50.5,39.8333,7,5.59259,16,27,sseo05,140603,0,NA,0,000,27.8654,-87.2424,NA,NA,24,5.53125,2.73958,NA,NA,NA
95,12.4062,1.73679,53.125,51.125,50.875,40.8675,50.375,37.797,12,6.60403,16,149,sseo05,140603,0,NA,0,000,29.455,-87.4908,NA,NA,132,5.21875,1.83242,NA,NA,NA
96,19.2812,2.88141,55.125,59.25,51.625,41.5561,50.375,34.9103,14,10.5256,16,78,sseo05,140603,0,NA,0,000,30.0087,-88.1178,NA,NA,60,8.78125,2.77244,NA,NA,NA
97,1.84375,0.69375,5.125,0.875,45.25,40.175,43.875,38.4125,9,4.4,16,10,sseo05,140603,0,NA,0,000,30.459,-88.3352,NA,NA,10,3.59375,2.4125,NA,NA,NA
98,5.84375,1.15074,27,18.125,47.625,39.0993,47.125,30.636,9,7.88235,16,34,sseo05,140603,0,NA,0,000,26.6405,-90.2644,NA,NA,25,3.15625,1.73713,NA,NA,NA
99,12.2188,1.69481,7.5,0.375,51.25,41.3191,46.375,24.5904,13,7.80851,16,47,sseo05,140603,0,NA,0,000,38.8635,-90.5135,NA,NA,21,15.0938,3.00465,15.0938,56,165.118
100,9.84375,2.38856,19.875,8.375,49.25,40.8467,47.375,31.9009,11,6.58491,16,53,sseo05,140603,0,NA,0,000,38.9013,-91.1573,NA,NA,37,9.78125,3.51474,15.0938,56,165.118
101,6.96875,1.98958,12.5,6.5,46.5,39.4167,42.875,31.9097,13,10.1111,16,18,sseo05,140603,0,NA,0,000,39.1508,-91.5197,NA,NA,12,9.40625,5.58333,15.0938,56,165.118
102,9.21875,3.92067,7.375,2.25,47.125,42.5288,44,29.7596,4,3.53846,16,13,sseo05,140603,0,NA,0,000,39.3839,-92.9606,NA,NA,9,8.34375,4.20433,NA,NA,NA
103,6.28125,0.499273,4.5,0.75,44.875,39.5,39.75,3.64826,7,5.51163,16,43,sseo05,140603,0,NA,0,000,39.2339,-96.2776,NA,NA,13,6.21875,2.46003,NA,NA,NA
104,13.5312,1.33272,12.5,20.875,47.5,38.9066,45.875,30.9438,10,7.49135,16,289,sseo05,140603,0,NA,0,000,43.9096,-101.228,NA,NA,206,7.28125,2.52995,NA,NA,NA
105,13.3438,4.69792,4.875,9,47.25,40.6111,31.25,18.8472,10,9.55556,16,9,sseo05,140603,0,NA,0,000,43.8666,-102.499,NA,NA,1,9.96875,5.85764,NA,NA,NA
106,10.2188,4.45982,8.375,0.125,53.625,44.2738,44.75,24.75,8,7.19048,17,21,sseo05,140603,0,NA,0,000,45.0937,-72.7557,NA,NA,11,11.2188,6.02827,11.2188,28,71.1188
107,7.46875,2.49864,8.625,0,51.25,41.5543,46.875,32.0978,8,7.69565,17,23,sseo05,140603,0,NA,0,000,45.4964,-72.7365,NA,NA,17,7.40625,3.99592,11.2188,28,71.1188
108,14.7188,2.95374,44.375,40.625,50.625,41.5761,50.125,38.2422,13,8.8195,17,687,sseo05,140603,0,NA,0,000,48.7752,-74.0669,NA,NA,619,5.65625,2.20993,NA,NA,NA
109,1.53125,0.505388,23.625,0,46.125,39.694,45.625,37.2672,7,6.34483,17,29,sseo05,140603,0,NA,0,000,40.1826,-75.9223,NA,NA,25,2.84375,1.49461,NA,NA,NA
110,10.5312,1.36812,11,2.75,47.125,38.4356,46.25,34.0882,13,8.32738,17,336,sseo05,140603,0,NA,0,000,45.0825,-75.7434,NA,NA,279,3.71875,1.36235,NA,NA,NA
111,17.4688,2.24064,25.75,8,51,40.3076,50.375,32.9701,12,6.51198,17,334,sseo05,140603,0,NA,0,000,42.9308,-76.588,NA,NA,266,6.65625,2.16804,NA,NA,NA
112,5.21875,1.45262,8.875,0.125,46.625,40.8186,45.75,39.5605,7,5.45161,17,31,sseo05,140603,0,NA,0,000,49.453,-75.0659,NA,NA,31,4.15625,1.96472,NA,NA,NA
113,6.34375,2.43834,26.625,0.75,50.625,43.674,49.375,30.6537,10,8.63513,17,74,sseo05,140603,0,NA,0,000,40.8432,-77.1577,NA,NA,46,8.40625,3.95777,NA,NA,NA
114,13.4688,4.07812,17.25,0,53.125,43.941,46,32.5139,9,6.13889,17,36,sseo05,140603,0,NA,0,000,38.4186,-78.4264,NA,NA,22,15.0938,5.63542,15.0938,6,16.9306
115,4.96875,0.845905,23,0,46.375,38.1509,46.125,34.7284,8,7.24138,17,29,sseo05,140603,0,NA,0,000,47.412,-77.4559,NA,NA,24,2.53125,1.04418,NA,NA,NA
116,17.8438,2.42969,19,15.125,49.875,40.8906,49.5,35.6897,9,7.55357,17,56,sseo05,140603,0,NA,0,000,46.887,-78.131,NA,NA,42,5.53125,1.65179,NA,NA,NA
117,1.84375,0.816964,6.625,0.125,49.375,41.7381,45.875,24.4286,9,7.57143,17,21,sseo05,140603,0,NA,0,000,46.1784,-78.6305,NA,NA,9,5.46875,2.53125,NA,NA,NA
118,2.34375,0.0955357,32.25,42.75,44.75,38.1488,44.625,35.0119,11,8.91429,17,105,sseo05,140603,0,NA,0,000,24.1913,-81.5774,NA,NA,87,2.28125,0.95625,NA,NA,NA
119,2.53125,0.711806,10.5,2.375,48.5,39.8681,48,34.0347,9,8,17,18,sseo05,140603,0,NA,0,000,47.7107,-79.216,NA,NA,14,2.90625,1.23264,NA,NA,NA
120,5.65625,0.666806,42,25.5,51.125,40.1371,50.625,36.7042,12,6.77926,17,598,sseo05,140603,0,NA,0,000,36.5289,-82.1286,NA,NA,520,4.09375,1.50031,NA,NA,NA
121,41.1562,1.63607,77.875,69.625,53.625,40.3814,53.375,37.9328,15,10.6307,17,796,sseo05,140603,0,NA,0,000,24.7214,-83.6147,NA,NA,749,10.3438,1.49921,NA,NA,NA
122,14.2812,1.828,19.75,0,53.125,43.9567,52.625,31.124,12,6.80315,17,127,sseo05,140603,0,NA,0,000,39.264,-82.2739,NA,NA,80,7.03125,3.31225,NA,NA,NA
123,10.9688,1.01493,58.125,52.25,52.875,39.502,52.625,38.2154,11,8.36815,17,383,sseo05,140603,0,NA,0,000,26.2218,-84.9855,NA,NA,378,6.09375,1.29218,NA,NA,NA
124,21.9688,4.39763,4,0,52.125,44.319,44,27.7629,7,5.06897,17,29,sseo05,140603,0,NA,0,000,38.7297,-83.3037,NA,NA,16,11.1562,5.89547,11.1562,24,49.8345
125,32.1562,9.82933,3.125,0,53.125,43.6346,42,32.5769,8,5.38462,17,13,sseo05,140603,0,NA,0,000,49.2423,-82.356,NA,NA,9,12.4688,6.59856,12.4688,11,25.6535
126,25.1562,6.54304,26.75,2.375,53.625,43.408,52.75,35.5731,9,7.0566,17,53,sseo05,140603,0,NA,0,000,48.9998,-82.9699,NA,NA,40,10.7812,3.86026,NA,NA,NA
127,4.09375,1.27431,15.75,0.125,47.125,41.3935,46,37.8565,4,3.59259,17,27,sseo05,140603,0,NA,0,000,35.7841,-84.4871,NA,NA,24,3.53125,1.80671,NA,NA,NA
128,8.71875,1.14583,42.125,4.125,49.5,42.0703,48.875,40.4714,10,7.5,17,48,sseo05,140603,0,NA,0,000,25.4413,-85.1634,NA,NA,47,3.28125,1.72005,NA,NA,NA
129,1.03125,0.28125,22.5,20.375,44.375,38.4565,43.75,37.538,9,7.21739,17,23,sseo05,140603,0,NA,0,000,26.245,-86.6019,NA,NA,23,1.90625,1.02582,NA,NA,NA
130,6.46875,1.22391,59.5,38.5,52.25,41.8956,51.875,40.1995,10,7.40367,17,109,sseo05,140603,0,NA,0,000,27.923,-87.137,NA,NA,106,5.53125,1.9074,NA,NA,NA
131,22.4062,2.49938,57.5,52,52.5,41.93,51.25,32.3413,13,9.36,17,100,sseo05,140603,0,NA,0,000,30.2848,-88.361,NA,NA,69,10.1562,2.95187,NA,NA,NA
132,2.90625,1.32292,16.875,3.25,47.5,42.3056,46.125,37.5694,3,2.11111,17,9,sseo05,140603,0,NA,0,000,30.7541,-88.4729,NA,NA,8,4.84375,2.82986,NA,NA,NA
133,16.8438,1.33882,16,0.625,50.625,41.0411,50.25,24.6447,15,7.72368,17,76,sseo05,140603,0,NA,0,000,38.8056,-89.9297,NA,NA,36,14.4062,2.40707,17.0938,16,52.3623
134,10.5938,1.04167,11.75,7.625,46,39.25,45.5,23.2064,12,7.75758,17,66,sseo05,140603,0,NA,0,000,38.9083,-90.7114,NA,NA,32,14.9688,2.6572,14.9688,5,19.9131
