/PNum,uh,uha,ppt,ppta,reflc,reflca,ref1km,ref1kma,WMAG,WMAGa,time,area,member,Date,Reports,UHobj,NREPS,MREPS,lat,lon,uhlength,uharea,1kmArea,Updraft,Updrafta,Upobj,Uparea,Uplen
963,61.9375,5.17224,27.5,8,49.375,41.063,47.75,5.7938,20,12.9921,26,254,sseo05,140603,0,61.9375,0,000,36.9548,-100.402,83.9888,28,68,16.375,3.90994,16.375,127,151.288
964,4.9375,1.55288,10.25,2,48,41.8846,46.375,34.5865,6,6,26,13,sseo05,140603,0,NA,0,000,24.3209,-99.0003,NA,NA,11,7.875,2.86058,NA,NA,NA
965,8.0625,1.33929,9.375,25,50.375,42.0893,44.875,28.4821,8,6.19048,26,21,sseo05,140603,0,NA,0,000,23.9649,-99.1576,NA,NA,13,9.625,4.25595,NA,NA,NA
966,28.75,4.02181,18.625,3.5,47.25,40.1523,46.25,8.14193,26,18.4271,26,192,sseo05,140603,0,NA,0,000,35.8199,-102.224,NA,NA,56,10.5625,2.90039,13.25,120,124.222
967,7.125,1.84766,3.625,0,46.5,40.7266,41.75,18.5781,8,6.25,26,16,sseo05,140603,0,NA,0,000,50.4589,-105.328,NA,NA,7,6.25,3.10156,NA,NA,NA
968,9.9375,1.27442,27.5,17.125,49.625,40.0546,48.75,30.6854,12,7.65563,26,151,sseo05,140603,0,NA,0,000,49.9477,-105.583,NA,NA,104,7.0625,2.17632,NA,NA,NA
969,9.625,2.25,6,0,48.625,41.4643,41.25,19.4107,6,4.47619,26,21,sseo05,140603,0,NA,0,000,48.9391,-105.295,NA,NA,10,7.1875,2.9256,NA,NA,NA
970,16.75,2.25,41.625,40,47.375,39.4561,46.625,27.6351,10,8.83784,27,37,sseo05,140603,0,NA,0,000,23.3576,-72.6891,NA,NA,23,7.78125,2.05321,NA,NA,NA
971,10.3125,1.23958,19.375,0.75,48.75,41.6875,47.5,36.3583,10,7.96667,27,30,sseo05,140603,0,NA,0,000,38.7423,-74.4032,NA,NA,24,5.65625,2.99583,NA,NA,NA
972,0.9375,0.212985,23.25,21.875,44.75,39.2124,42.875,29.9138,7,5.33981,27,103,sseo05,140603,0,NA,0,000,40.2405,-74.4532,NA,NA,77,3.71875,1.52761,NA,NA,NA
973,4,0.545259,27.5,0,49,41.0172,48.625,38.0172,7,4.96552,27,29,sseo05,140603,0,NA,0,000,37.2312,-75.6187,NA,NA,23,2.90625,1.05711,NA,NA,NA
974,2.8125,0.977679,7.25,0,47.375,38.8884,43.875,33.125,5,3.5,27,28,sseo05,140603,0,NA,0,000,42.8631,-74.6209,NA,NA,21,2.96875,1.41741,NA,NA,NA
975,2,0.551471,12.125,1.625,48.5,40.7206,48,34.8015,8,6.17647,27,17,sseo05,140603,0,NA,0,000,49.0616,-73.9858,NA,NA,12,2.84375,1.40993,NA,NA,NA
976,17.375,2.88447,8.25,0,51.125,42.1856,46.5,28.8826,9,6.09091,27,33,sseo05,140603,0,NA,0,000,41.4916,-75.8732,NA,NA,21,10.5312,3.8286,NA,NA,NA
977,7.9375,2.46983,11.375,0,50.875,41.4009,49.625,23.6422,10,6.75862,27,29,sseo05,140603,0,NA,0,000,41.906,-75.8659,NA,NA,17,6.78125,2.89547,NA,NA,NA
978,9.5,4.96875,4.375,0,48.375,43.75,42,25.3281,3,2.375,27,8,sseo05,140603,0,NA,0,000,40.442,-76.1488,NA,NA,5,8.46875,5.78906,NA,NA,NA
979,1.1875,0.213816,13,0,48,40.7303,46.25,36.6184,5,5,27,19,sseo05,140603,0,NA,0,000,46.0354,-75.3809,NA,NA,15,1.90625,0.879934,NA,NA,NA
980,4.6875,2.18125,6.25,2.125,48.625,40.8875,47.75,37.95,6,5.2,27,10,sseo05,140603,0,NA,0,000,45.7253,-75.8156,NA,NA,10,4.15625,3.15625,NA,NA,NA
981,0.0625,0.0277778,20.875,0,46.25,38.7222,45.5,15.1875,9,7.16667,27,18,sseo05,140603,0,NA,0,000,40.7088,-77.2646,NA,NA,6,2.65625,1.07292,NA,NA,NA
982,6.3125,0.621462,37.875,15.875,49.875,38.6462,49.5,32.5366,5,3.01887,27,106,sseo05,140603,0,NA,0,000,34.7322,-78.7614,NA,NA,82,3.53125,1.19752,NA,NA,NA
983,4.6875,1.38559,12.625,5.375,46.125,39.9131,45.625,35.9873,7,5,27,59,sseo05,140603,0,NA,0,000,50.5302,-76.6483,NA,NA,50,2.53125,1.43909,NA,NA,NA
984,10.125,0.846379,52.375,73.5,48.125,38.3201,46.875,34.9042,8,4.85047,27,107,sseo05,140603,0,NA,0,000,24.8422,-81.0343,NA,NA,93,4.65625,1.23744,NA,NA,NA
985,11,1.95201,55,10.125,51.125,42.4174,50.75,30.7723,10,7.57143,27,56,sseo05,140603,0,NA,0,000,26.776,-82.6735,NA,NA,40,4.34375,1.96429,NA,NA,NA
986,3.8125,0.933036,42.5,13.25,48.625,41.2857,48.375,36.9286,8,6,27,14,sseo05,140603,0,NA,0,000,27.3381,-82.7614,NA,NA,12,2.96875,1.46429,NA,NA,NA
987,7.125,0.621528,39.125,3.75,50.75,40.7535,49.875,35.184,6,4.63889,27,36,sseo05,140603,0,NA,0,000,33.4385,-83.2406,NA,NA,25,7.21875,1.59722,NA,NA,NA
988,4.625,0.740132,38.25,14.125,44.625,40.1184,43.75,36.7039,5,4.26316,27,19,sseo05,140603,0,NA,0,000,31.9769,-83.5529,NA,NA,17,4.21875,1.62007,NA,NA,NA
989,1.375,0.477273,9.5,1,45.25,39.5682,44.25,35.5455,4,3.45455,27,11,sseo05,140603,0,NA,0,000,38.5187,-83.3194,NA,NA,9,2.65625,1.88352,NA,NA,NA
990,8.6875,1.16071,36,19.625,50.75,43.4253,50.625,38.8263,7,4.68831,27,77,sseo05,140603,0,NA,0,000,33.5901,-84.2934,NA,NA,66,6.53125,2.3194,NA,NA,NA
991,13.25,1.3939,51.125,35.75,50.75,42.0581,50.125,31.6221,6,4.37209,27,43,sseo05,140603,0,NA,0,000,30.5342,-85.0331,NA,NA,30,8.59375,2.37863,NA,NA,NA
992,4.125,0.611607,30.125,0.25,45.625,39.0089,45.125,35.8214,4,2.35714,27,14,sseo05,140603,0,NA,0,000,33.6167,-84.8949,NA,NA,11,4.90625,1.07143,NA,NA,NA
993,5.125,0.916667,20.5,1,49.625,42.7014,48.75,38.9375,3,2.5,27,18,sseo05,140603,0,NA,0,000,33.7347,-85.1683,NA,NA,16,6.90625,2.34722,NA,NA,NA
994,16.875,2.77841,27.375,3,51.75,44.608,49.25,31.7386,5,3,27,22,sseo05,140603,0,NA,0,000,32.6103,-85.2657,NA,NA,13,9.46875,3.70739,NA,NA,NA
995,20.3125,2.54327,46.125,12.5,52,43.4199,51,36.0449,7,5.15385,27,39,sseo05,140603,0,NA,0,000,31.2501,-85.6974,NA,NA,31,8.40625,3.21554,NA,NA,NA
996,28,1.97957,46,2.125,51.5,40.9183,51.125,31.4639,9,7.30769,27,52,sseo05,140603,0,NA,0,000,33.7019,-85.863,NA,NA,36,12.1562,1.61298,12.7188,9,23.881
997,8.5,0.788462,36.25,29.5,45.125,38.976,44.375,32.5529,6,3.40385,27,52,sseo05,140603,0,NA,0,000,36.6828,-85.731,NA,NA,37,5.46875,1.28966,NA,NA,NA
998,1.0625,0.304688,10.125,0.125,46.75,41.3125,44.5,17.5781,2,1.375,27,8,sseo05,140603,0,NA,0,000,34.8396,-85.7568,NA,NA,5,7.96875,2.28125,NA,NA,NA
999,6.3125,0.397436,44.25,3.875,50.875,42.1795,50.5,34.0096,6,3.53846,27,39,sseo05,140603,0,NA,0,000,33.4314,-86.4326,NA,NA,26,8.59375,1.86138,NA,NA,NA
1000,5.625,0.783088,25.5,6.75,48.25,41.2574,46.125,34.2059,5,3.47059,27,17,sseo05,140603,0,NA,0,000,33.5647,-88.5487,NA,NA,13,6.09375,2.59375,NA,NA,NA
1001,7,0.830674,27.5,42.625,47.25,38.7261,46.75,35.492,11,9.39007,27,141,sseo05,140603,0,NA,0,000,24.6622,-89.2744,NA,NA,123,3.21875,1.18506,NA,NA,NA
1002,2.3125,0.765625,14.75,1.125,45.5,40.0312,44.125,30.25,3,2.75,27,8,sseo05,140603,0,NA,0,000,33.8706,-88.8973,NA,NA,5,5.21875,2.38281,NA,NA,NA
1003,4.875,0.832031,10.5,0.875,46.875,40.125,45.5,39.3281,10,8.1875,27,16,sseo05,140603,0,NA,0,000,24.2982,-89.2087,NA,NA,16,2.78125,1.57812,NA,NA,NA
1004,7.75,2.3875,23.25,10.625,47.25,38.8571,46.75,31.2214,11,8.37143,27,35,sseo05,140603,0,NA,0,000,26.1458,-90.0652,NA,NA,26,3.15625,1.67411,NA,NA,NA
1005,4.4375,1.82452,10.625,1,45.5,39.774,44.5,38.5144,12,10.4615,27,26,sseo05,140603,0,NA,0,000,24.9513,-92.3558,NA,NA,26,2.09375,1.54808,NA,NA,NA
1006,131,12.3847,77,69.75,55.25,42.7237,54.75,33.4487,23,11.7566,27,2465,sseo05,140603,0,55.1875,0,003,41.2982,-96.0078,25.2655,11,1710,21.3438,4.16365,21.3438,507,280.212
1007,3.125,1.22807,23.375,12.875,47,40.557,46.25,34.1228,9,6.24561,27,57,sseo05,140603,0,NA,0,000,24.4507,-94.3274,NA,NA,43,5.21875,1.95888,NA,NA,NA
1008,3.5625,0.933712,22.75,30,45.375,38.2045,44.75,36.7159,5,3.66667,27,33,sseo05,140603,0,NA,0,000,45.3732,-96.3632,NA,NA,33,2.53125,1.39678,NA,NA,NA
1009,6.4375,0.898707,24.75,33.375,44.5,38.4526,43.75,36.7371,6,4.93103,27,29,sseo05,140603,0,NA,0,000,45.759,-97.2823,NA,NA,28,2.78125,1.58513,NA,NA,NA
1010,46.875,4.26181,21.625,1.125,49.5,41.1913,48.25,24.5495,26,16.3701,27,381,sseo05,140603,0,53.0625,0,000,38.0625,-97.851,84.5596,37,183,16.4062,4.64592,15.5938,106,117.77
1011,7.5,1.91364,5,0.25,44.875,39.3614,43,30.0659,10,8.83636,27,55,sseo05,140603,0,NA,0,000,42.9528,-99.3862,NA,NA,33,4.71875,2.4983,NA,NA,NA
1012,8,1.80649,4.875,0.5,49.5,42.1514,45.625,31.8221,9,8.15385,27,52,sseo05,140603,0,NA,0,000,43.4115,-99.9011,NA,NA,33,6.59375,3.85697,NA,NA,NA
1013,2.875,0.511147,21,5.875,46,38.0183,45.625,33.2432,13,5.49499,27,499,sseo05,140603,0,NA,0,000,45.1296,-101.087,NA,NA,378,3.53125,1.5444,NA,NA,NA
1014,66.5,4.62264,14.125,0.125,49.75,40.7887,48.5,14.1335,17,12.1208,27,265,sseo05,140603,0,71.5,0,000,36.873,-99.7217,81.3781,53,98,18.0938,3.51026,18.5312,99,99.0549
1015,10.75,2.52969,23.375,7.625,46.75,40.0156,46.375,35.2125,9,7.45,27,40,sseo05,140603,0,NA,0,000,47.7824,-103.108,NA,NA,31,4.40625,2.04688,NA,NA,NA
1016,2.8125,0.4375,17.25,1.25,47.625,41.5469,47,31.3906,5,4,27,8,sseo05,140603,0,NA,0,000,24.3933,-99.1841,NA,NA,6,5.78125,1.66406,NA,NA,NA
1017,1.0625,0.0480769,36,7,46.75,39.2933,46.125,23.5721,5,3.80769,27,26,sseo05,140603,0,NA,0,000,23.8471,-99.3066,NA,NA,14,7.78125,1.38462,NA,NA,NA
1018,3.375,1.42308,18,2,45.25,39.6538,43.375,33.1058,6,4.07692,27,13,sseo05,140603,0,NA,0,000,47.9182,-103.779,NA,NA,9,4.46875,2.60337,NA,NA,NA
1019,7.625,3.29688,7.375,0.125,48.5,42.6406,43.875,30.9688,4,2.625,27,8,sseo05,140603,0,NA,0,000,50.6982,-104.592,NA,NA,4,7.03125,4.65625,NA,NA,NA
1020,7.875,1.51786,18.75,2.125,48.375,39.7714,48.125,31.7643,8,4.74286,27,35,sseo05,140603,0,NA,0,000,49.1593,-104.902,NA,NA,23,4.03125,2.19911,NA,NA,NA
1021,5.9375,0.499,28.375,27.5,45,37.881,43.875,26.865,11,6.32,27,125,sseo05,140603,0,NA,0,000,50.0278,-105.656,NA,NA,80,4.71875,1.50025,NA,NA,NA
1022,7.4375,2.84524,17.875,0.75,46.125,39.6131,45.625,28.8452,12,10.1905,27,21,sseo05,140603,0,NA,0,000,50.5591,-105.632,NA,NA,15,5.53125,2.88839,NA,NA,NA
1023,8.75,1.87838,37.5,0.875,48.75,40.2365,48.375,34.2196,10,6.72973,27,37,sseo05,140603,0,NA,0,000,49.0495,-105.353,NA,NA,26,6.40625,2.2272,NA,NA,NA
1024,13,1.55682,38.125,6.75,50.875,42.3097,50.375,38.0256,11,7.56818,28,44,sseo05,140603,0,NA,0,000,38.7062,-74.2055,NA,NA,37,5.53125,2.80682,NA,NA,NA
1025,10.125,1.1022,29.125,0,52,41.277,51,29.8311,11,7.74324,28,74,sseo05,140603,0,NA,0,000,41.6929,-75.4023,NA,NA,48,8.03125,2.52703,NA,NA,NA
1026,2.8125,0.5625,17.75,0.125,50.375,41.8047,48.875,27.6953,6,4.75,28,16,sseo05,140603,0,NA,0,000,40.4386,-75.7731,NA,NA,10,8.15625,2.46484,NA,NA,NA
1027,5.5,2.36932,5,0.125,46.75,41.0341,43.75,32.0909,4,3.54545,28,11,sseo05,140603,0,NA,0,000,40.7389,-75.7494,NA,NA,8,6.84375,3.64489,NA,NA,NA
1028,2.375,0.81875,6.375,0.25,46.375,39.65,45.125,37.4188,6,5.3,28,20,sseo05,140603,0,NA,0,000,46.3012,-75.1958,NA,NA,19,3.71875,2.1,NA,NA,NA
1029,4.25,1.05313,16.625,13.875,47.875,41.1813,47.125,38.375,6,5.45,28,20,sseo05,140603,0,NA,0,000,46.0136,-75.4391,NA,NA,19,2.46875,1.36563,NA,NA,NA
1030,1.75,0.452206,8.125,0.375,47.25,39.3897,46.875,26.6618,6,4.82353,28,17,sseo05,140603,0,NA,0,000,43.7149,-75.9873,NA,NA,8,3.34375,1.69301,NA,NA,NA
1031,4.1875,1.25,32.875,5.875,48.125,40.6691,48,39.3824,7,5.17647,28,17,sseo05,140603,0,NA,0,000,24.5846,-78.8568,NA,NA,15,2.96875,1.57904,NA,NA,NA
1032,2.375,0.171875,27.75,11.625,45.375,39.225,44.75,33.6437,6,4.25,28,40,sseo05,140603,0,NA,0,000,34.6208,-78.5694,NA,NA,31,2.59375,1.63125,NA,NA,NA
1033,8.625,1.90417,12.125,2.375,46.75,40.5917,46.375,39.5833,7,5.53333,28,15,sseo05,140603,0,NA,0,000,24.7991,-79.9185,NA,NA,15,3.46875,1.92292,NA,NA,NA
1034,3.3125,1.46371,8.125,0.125,45.5,40.3669,45,37.4597,7,5.90323,28,31,sseo05,140603,0,NA,0,000,49.293,-76.6213,NA,NA,29,3.59375,2.10585,NA,NA,NA
1035,4,1.0625,44.125,27,45.375,38.6912,44.625,36.1397,6,4.52941,28,17,sseo05,140603,0,NA,0,000,24.8051,-80.9541,NA,NA,13,3.21875,1.36949,NA,NA,NA
1036,18.9375,1.88676,73.875,55,51.25,41.0059,50.5,33.7338,11,7.82353,28,85,sseo05,140603,0,NA,0,000,26.7181,-82.7299,NA,NA,59,5.28125,1.64007,NA,NA,NA
1037,8.3125,1.16776,25.875,2.5,48.25,41.3816,47,32.3947,3,1.84211,28,19,sseo05,140603,0,NA,0,000,33.0304,-82.9777,NA,NA,14,5.59375,1.78454,NA,NA,NA
1038,2.875,1.40741,22.75,3.75,47.75,42.6204,47.5,41.3148,7,5.66667,28,27,sseo05,140603,0,NA,0,000,26.7027,-84.3321,NA,NA,27,2.71875,1.80903,NA,NA,NA
1039,19.5625,1.58168,47,13.75,52.75,40.9205,52.25,35.6676,8,5.13636,28,88,sseo05,140603,0,NA,0,000,33.4059,-84.2232,NA,NA,70,8.28125,2.11222,NA,NA,NA
1040,13.0625,1.66422,66.75,51.125,50.5,42.2941,50.375,38.7402,6,4.56863,28,51,sseo05,140603,0,NA,0,000,30.6378,-84.8871,NA,NA,43,7.65625,2.43199,NA,NA,NA
1041,7.9375,0.879032,34.375,3.75,50.75,41.3226,50.375,36.8226,4,3,28,31,sseo05,140603,0,NA,0,000,33.5623,-85.0302,NA,NA,25,7.96875,2.13609,NA,NA,NA
1042,13.125,1.25184,69.75,23.875,47.875,41.1691,47.25,33.8088,6,3.55882,28,34,sseo05,140603,0,NA,0,000,32.6935,-85.2275,NA,NA,26,8.53125,2.81801,NA,NA,NA
1043,20.6875,2.13021,55.625,39.625,50.375,41.2448,49.5,33.0208,9,5.375,28,48,sseo05,140603,0,NA,0,000,31.2839,-85.581,NA,NA,36,8.03125,2.21875,NA,NA,NA
1044,7,1.27679,32.75,12.375,50.875,42.256,50.125,37.3929,5,3.28571,28,21,sseo05,140603,0,NA,0,000,33.6123,-86.2509,NA,NA,17,6.21875,3.24554,NA,NA,NA
1045,8,1.14062,34.125,7,48.625,40.4375,48.25,37.1719,6,4.9375,28,16,sseo05,140603,0,NA,0,000,33.6366,-86.558,NA,NA,14,4.84375,2.13672,NA,NA,NA
1046,7.6875,1.33654,24.125,2.625,48.5,41.1442,47.75,32.0385,5,3.61538,28,13,sseo05,140603,0,NA,0,000,33.3724,-86.7912,NA,NA,9,5.28125,2.40625,NA,NA,NA
1047,8,2.63636,15.625,0.75,49.25,43.4091,47,33.3636,3,2.63636,28,11,sseo05,140603,0,NA,0,000,33.9792,-87.2115,NA,NA,7,8.84375,3.80398,NA,NA,NA
1048,11.125,1.39533,31.625,27.5,49.375,38.9985,49,33.5663,11,8.22892,28,83,sseo05,140603,0,NA,0,000,24.6735,-89.5097,NA,NA,63,3.65625,1.42432,NA,NA,NA
1049,9.375,1.9525,29.375,12.625,50.25,41.7525,49.625,39.6925,11,9.98,28,50,sseo05,140603,0,NA,0,000,24.3864,-89.2734,NA,NA,48,4.03125,2.08375,NA,NA,NA
1050,6.8125,2.11111,21.375,23.25,44.25,37.8611,44,31.5625,11,7.80556,28,36,sseo05,140603,0,NA,0,000,26.1836,-90.2678,NA,NA,30,2.40625,1.57118,NA,NA,NA
1051,7.5625,2.09961,31.25,10.625,49.75,41.6172,49.625,29.3145,13,11.5,28,64,sseo05,140603,0,NA,0,000,25.0031,-92.4904,NA,NA,47,4.09375,2.1123,NA,NA,NA
1052,237.25,15.4384,81.75,64,55.375,43.4096,55.25,33.7045,21,11.3264,28,2298,sseo05,140603,0,237.25,0,003,41.1963,-95.0312,115.472,92,1593,23.5312,4.54746,12.0938,40,65.548
1053,2.375,1.01923,14.75,5.75,46.875,40.0865,46,35.7115,9,8.23077,28,13,sseo05,140603,0,NA,0,000,26.1882,-94.4683,NA,NA,10,5.09375,2.26683,NA,NA,NA
1054,31.0625,4.7078,9.875,0.5,50.75,40.9252,45.25,20.6113,24,16.1093,28,311,sseo05,140603,0,NA,0,000,37.9871,-96.8166,NA,NA,121,17.5312,4.82486,17.5312,87,101.686
1055,5.5,0.703125,3.875,2.125,45.625,38.977,43.125,28.3651,10,8.3421,28,76,sseo05,140603,0,NA,0,000,43.9981,-98.7098,NA,NA,48,3.40625,1.93257,NA,NA,NA
1056,3.5625,0.339073,7.5,6.25,45,36.5918,44.125,32.9906,10,6.15986,28,294,sseo05,140603,0,NA,0,000,44.9818,-100.229,NA,NA,235,4.59375,1.30442,NA,NA,NA
1057,4.3125,0.943856,16.25,0.375,47.875,40.6144,47.25,35.0021,8,6.38983,28,59,sseo05,140603,0,NA,0,000,43.5766,-99.2529,NA,NA,49,3.40625,1.26536,NA,NA,NA
1058,61.9375,3.5494,7.25,0,49.75,40.0195,47.5,10.5576,19,11.7066,28,167,sseo05,140603,0,61.9375,0,000,36.7761,-99.1264,64.9711,26,54,16.5312,2.8213,16.7812,47,78.9559
1059,13.75,3.14352,29.5,23.375,45.75,39.6111,45.125,34.2454,9,7.25926,28,27,sseo05,140603,0,NA,0,000,47.8601,-103.243,NA,NA,21,3.34375,2.17014,NA,NA,NA
1060,4,0.793919,25.875,18.75,45.375,38.4324,44.625,35.6351,9,5.77477,28,111,sseo05,140603,0,NA,0,000,49.3882,-105.303,NA,NA,99,3.40625,1.58193,NA,NA,NA
1061,6.5625,1.64821,5.375,0.125,45.25,39.3857,43,34.7571,7,5.14286,28,35,sseo05,140603,0,NA,0,000,48.7573,-104.952,NA,NA,28,3.84375,1.94018,NA,NA,NA
1062,4.6875,0.979526,16.625,4.25,46.75,39.4612,46.375,36.8233,7,4.08621,28,58,sseo05,140603,0,NA,0,000,47.2248,-105.251,NA,NA,54,4.65625,2.10668,NA,NA,NA
1063,7.9375,0.864955,53.5,17.375,49.75,41.3728,49,38.067,11,7.19643,29,56,sseo05,140603,0,NA,0,000,38.6267,-73.9207,NA,NA,50,4.71875,2.13281,NA,NA,NA
1064,3.8125,0.607143,15.25,0.25,47,38.2421,44.25,28.006,9,7.19048,29,63,sseo05,140603,0,NA,0,000,41.7366,-74.9904,NA,NA,35,5.03125,1.92312,NA,NA,NA
1065,4.1875,1.05078,7.25,0.125,44.875,39.8047,41.875,21.9219,8,6.375,29,16,sseo05,140603,0,NA,0,000,41.1781,-75.252,NA,NA,10,3.53125,1.86719,NA,NA,NA
1066,5.125,1.90104,17.625,0.125,51.125,42.7708,50.375,32.3594,6,4.91667,29,24,sseo05,140603,0,NA,0,000,40.7985,-75.3591,NA,NA,18,6.65625,2.68229,NA,NA,NA
1067,2.5625,0.575321,26,0.375,49.625,41.2596,48.625,38.7917,7,5.92308,29,39,sseo05,140603,0,NA,0,000,46.7187,-74.9024,NA,NA,35,2.09375,1.08093,NA,NA,NA
1068,3.8125,0.9625,41.25,32.875,46.125,39.2167,45.25,36.3,6,5.06667,29,15,sseo05,140603,0,NA,0,000,24.5761,-78.8901,NA,NA,13,2.40625,1.39792,NA,NA,NA
1069,17.625,2.84776,61,12.125,52.25,43.2308,51.875,33.2276,8,5.38462,29,39,sseo05,140603,0,NA,0,000,24.7606,-79.9356,NA,NA,27,5.09375,2.2476,NA,NA,NA
1070,2.375,0.538194,7.875,0.5,45,39.4479,44.625,31.066,7,5.41667,29,36,sseo05,140603,0,NA,0,000,49.8327,-76.6012,NA,NA,30,2.28125,1.13194,NA,NA,NA
1071,2,0.784375,14.875,4.25,45.5,38.5938,45.375,38.075,5,3.1,29,20,sseo05,140603,0,NA,0,000,25.4566,-80.6513,NA,NA,20,2.28125,1.3,NA,NA,NA
1072,10.625,1.28173,41.875,73.875,45.625,38.0865,45,28.3327,11,6.07692,29,65,sseo05,140603,0,NA,0,000,26.6478,-82.7781,NA,NA,41,3.65625,1.43221,NA,NA,NA
1073,5.25,1.19556,46.125,22.75,49,41.123,48.625,38.2097,7,6.29032,29,62,sseo05,140603,0,NA,0,000,26.7432,-84.3885,NA,NA,56,3.21875,1.76714,NA,NA,NA
1074,7,1.31793,31,1,51.875,41.8859,50.875,33.4402,7,5.1087,29,46,sseo05,140603,0,NA,0,000,33.1737,-84.4093,NA,NA,31,7.28125,2.06929,NA,NA,NA
1075,13.125,1.17873,65.25,66.75,53,42.3684,52.75,36.8596,6,4.45614,29,57,sseo05,140603,0,NA,0,000,30.6799,-84.7956,NA,NA,47,8.15625,2.31853,NA,NA,NA
1076,3,0.503289,26.875,10.5,44.875,40.7434,44.25,39.0987,4,2.63158,29,19,sseo05,140603,0,NA,0,000,31.6546,-84.7318,NA,NA,19,2.71875,1.81086,NA,NA,NA
1077,7.4375,1.58796,58.25,58.125,52.75,42.5,52.125,38.3333,6,4.03704,29,27,sseo05,140603,0,NA,0,000,32.7744,-85.237,NA,NA,23,8.59375,2.76968,NA,NA,NA
1078,15.75,2.57292,47.5,55.625,51.875,42.0417,51,36.1369,8,5.90476,29,42,sseo05,140603,0,NA,0,000,31.3965,-85.4658,NA,NA,34,7.90625,2.7872,NA,NA,NA
1079,2.5625,1.02083,33.125,9,50.125,42.2656,49.625,40.6094,9,6.375,29,24,sseo05,140603,0,NA,0,000,27.2549,-88.864,NA,NA,23,3.03125,1.63542,NA,NA,NA
1080,10.6875,1.07137,41.625,31.625,49.375,39.4459,48.75,31.8353,12,8.74324,29,148,sseo05,140603,0,NA,0,000,24.5855,-89.4633,NA,NA,105,3.90625,1.45777,NA,NA,NA
1081,138.938,11.2541,88.875,62.5,55.125,42.8151,54.75,32.3644,24,10.4512,29,2174,sseo05,140603,0,87.5625,0,003,41.0737,-94.2485,28.1487,12,1548,20.7188,4.12187,14.0938,21,37.4554
1082,19.3125,2.00812,3.25,0,47.75,40.9984,45.5,16.5568,8,6.68831,29,77,sseo05,140603,0,NA,0,000,40.0087,-92.9102,NA,NA,29,8.65625,2.71632,NA,NA,NA
1083,26.5,4.9875,3.375,0.125,45,39.3875,44.125,36.2188,9,7.55,29,20,sseo05,140603,0,NA,0,000,41.232,-92.9349,NA,NA,17,6.65625,2.41875,NA,NA,NA
1084,8,2.15116,32.625,31.125,47.875,39.9578,47.375,29.4273,14,11.6512,29,86,sseo05,140603,0,NA,0,000,25.0731,-92.7395,NA,NA,60,3.71875,1.86337,NA,NA,NA
1085,35.875,5.70171,13.25,0.25,52.5,41.6091,48.875,19.9879,23,13.5719,29,299,sseo05,140603,0,NA,0,000,37.8912,-95.8383,NA,NA,148,15.9688,5.18008,15.9062,26,47.1528
1086,19.8125,5.19271,3.875,0.125,48.875,42.1111,42.25,22.9444,11,7.5,29,36,sseo05,140603,0,NA,0,000,36.9962,-96.3653,NA,NA,10,17.3438,6.24306,17.3438,28,57.8563
1087,1.125,0.22342,12.375,1.625,44.625,37.7874,44.25,34.4856,7,5.13793,29,87,sseo05,140603,0,NA,0,000,44.1072,-98.0042,NA,NA,75,2.84375,1.12823,NA,NA,NA
1088,6.875,2.34167,13.375,0.5,47.25,41.1667,45.875,36.3417,4,3.26667,29,15,sseo05,140603,0,NA,0,000,47.1281,-100.611,NA,NA,12,3.78125,2.48125,NA,NA,NA
1089,5.5,0.887255,19.125,8.5,45.25,38.1912,44,34.3701,7,4.43137,29,51,sseo05,140603,0,NA,0,000,48.2439,-104.137,NA,NA,41,3.53125,1.56556,NA,NA,NA
1090,9.0625,1.87386,27.375,25.875,49.125,38.5977,48.75,36.2591,8,6.16364,29,55,sseo05,140603,0,NA,0,000,48.8822,-104.865,NA,NA,48,3.96875,1.55966,NA,NA,NA
1091,6.0625,0.721429,39.625,12.125,46.625,39.5446,46.25,34.2018,9,4.45714,29,70,sseo05,140603,0,NA,0,000,47.295,-105.253,NA,NA,56,4.53125,1.78929,NA,NA,NA
1092,59.375,6.82812,42.25,6,51.625,41.0469,51.5,40.1823,14,9.20833,30,24,sseo05,140603,0,NA,0,000,23.2635,-72.1387,NA,NA,24,7.53125,2.10938,NA,NA,NA
1093,24.5625,3.95513,36.75,18.625,51.625,41.9487,51.25,28.375,9,7.51282,30,39,sseo05,140603,0,NA,0,000,23.3061,-72.9674,NA,NA,26,9.84375,2.77324,NA,NA,NA
1094,0,0,22.375,7.5,45,39.0294,43.75,36.2794,8,5.52941,30,17,sseo05,140603,0,NA,0,000,38.3879,-73.5707,NA,NA,15,3.65625,2.04596,NA,NA,NA
1095,5.6875,1.09028,34.25,24,50.375,41.4514,49.875,38.7847,10,8.11111,30,36,sseo05,140603,0,NA,0,000,38.7499,-73.8716,NA,NA,34,4.46875,2.13542,NA,NA,NA
1096,3.8125,1.77841,12,2,47.5,40.7841,47,38.2955,5,4.45455,30,11,sseo05,140603,0,NA,0,000,37.0649,-75.2192,NA,NA,10,3.78125,2.30398,NA,NA,NA
1097,4.125,0.657609,11.25,0,46.625,39.1413,43.75,29.2065,4,4,30,23,sseo05,140603,0,NA,0,000,40.7857,-74.9732,NA,NA,14,3.96875,1.33016,NA,NA,NA
